Order Date,Ship Date,Ship Mode,Segment,Country,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,delivery_days,order_month,order_year,profit_margin,is_profitable,is_discounted
2015-08-08,2015-08-08,Same Day,Consumer,United States,San Francisco,California,West,Office Supplies,Binders,7.28,2,0.2,2.73,0,2015-08,2015,0.37449,1,1
2015-08-08,2015-08-08,Same Day,Consumer,United States,San Francisco,California,West,Furniture,Chairs,144.784,1,0.2,10.8588,0,2015-08,2015,0.07499,1,1
2016-12-06,2016-12-12,Standard Class,Consumer,United States,Seattle,Washington,West,Technology,Phones,156.792,1,0.2,13.7193,6,2016-12,2016,0.08749,1,1
2016-12-06,2016-12-12,Standard Class,Consumer,United States,Seattle,Washington,West,Technology,Phones,431.976,3,0.2,26.9985,6,2016-12,2016,0.0625,1,1
2016-12-06,2016-12-12,Standard Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Envelopes,35.89,1,0,16.1505,6,2016-12,2016,0.44987,1,0
2016-12-06,2016-12-12,Standard Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Binders,47.208,7,0.2,15.3426,6,2016-12,2016,0.32493,1,1
2016-12-06,2016-12-12,Standard Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Paper,248.08,7,0,116.5976,6,2016-12,2016,0.46998,1,0
2016-12-06,2016-12-12,Standard Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Paper,189.7,5,0,89.159,6,2016-12,2016,0.46998,1,0
2016-12-06,2016-12-12,Standard Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Binders,59.808,3,0.2,19.4376,6,2016-12,2016,0.32495,1,1
2017-03-25,2017-03-31,Standard Class,Corporate,United States,Milwaukee,Wisconsin,Central,Furniture,Chairs,90.99,1,0,14.5584,6,2017-03,2017,0.15998,1,0
2017-03-25,2017-03-31,Standard Class,Corporate,United States,Milwaukee,Wisconsin,Central,Furniture,Chairs,1526.56,7,0,427.4368,6,2017-03,2017,0.28,1,0
2017-03-25,2017-03-31,Standard Class,Corporate,United States,Milwaukee,Wisconsin,Central,Furniture,Chairs,368.97,3,0,40.5867,6,2017-03,2017,0.11,1,0
2017-11-19,2017-11-24,Standard Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Storage,305.01,9,0,76.2525,5,2017-11,2017,0.24999,1,0
2017-11-19,2017-11-24,Standard Class,Consumer,United States,Los Angeles,California,West,Furniture,Furnishings,18.7,1,0,7.106,5,2017-11,2017,0.3798,1,0
2016-11-04,2016-11-05,First Class,Consumer,United States,San Francisco,California,West,Furniture,Furnishings,38.29,7,0,16.4647,1,2016-11,2016,0.42989,1,0
2017-12-14,2017-12-18,Standard Class,Home Office,United States,San Diego,California,West,Furniture,Furnishings,26.25,3,0,11.025,4,2017-12,2017,0.41984,1,0
2017-12-14,2017-12-18,Standard Class,Home Office,United States,San Diego,California,West,Office Supplies,Binders,64.96,14,0.2,22.736,4,2017-12,2017,0.34995,1,1
2017-12-14,2017-12-18,Standard Class,Home Office,United States,San Diego,California,West,Office Supplies,Envelopes,43.7,5,0,20.539,4,2017-12,2017,0.46989,1,0
2017-11-12,2017-11-12,Same Day,Home Office,United States,Glendale,Arizona,West,Technology,Accessories,41.6,4,0.2,13,0,2017-11,2017,0.31242,1,1
2017-11-12,2017-11-12,Same Day,Home Office,United States,Glendale,Arizona,West,Office Supplies,Paper,23.12,5,0.2,8.381,0,2017-11,2017,0.36234,1,1
2017-11-12,2017-11-12,Same Day,Home Office,United States,Glendale,Arizona,West,Furniture,Chairs,113.888,2,0.2,9.9652,0,2017-11,2017,0.08749,1,1
2017-11-12,2017-11-12,Same Day,Home Office,United States,Glendale,Arizona,West,Furniture,Furnishings,113.568,2,0.2,-5.6784,0,2017-11,2017,-0.05,0,1
2017-11-12,2017-11-12,Same Day,Home Office,United States,Glendale,Arizona,West,Technology,Phones,7.92,2,0.2,0.693,0,2017-11,2017,0.08739,1,1
2017-11-12,2017-11-12,Same Day,Home Office,United States,Glendale,Arizona,West,Technology,Phones,671.984,2,0.2,50.3988,0,2017-11,2017,0.075,1,1
2016-08-18,2016-08-24,Standard Class,Corporate,United States,New York City,New York,East,Technology,Phones,39.99,1,0,11.5971,6,2016-08,2016,0.28993,1,0
2017-06-27,2017-07-04,Standard Class,Home Office,United States,Watertown,New York,East,Furniture,Chairs,191.646,3,0.1,31.941,7,2017-06,2017,0.16666,1,1
2017-05-04,2017-05-09,Standard Class,Consumer,United States,Springfield,Ohio,East,Office Supplies,Binders,2.313,1,0.7,-1.9275,5,2017-05,2017,-0.82975,0,1
2015-12-24,2015-12-29,Standard Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Binders,19.936,4,0.2,7.2268,5,2015-12,2015,0.36232,1,1
2015-12-24,2015-12-29,Standard Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Fasteners,45.92,4,0,21.5824,5,2015-12,2015,0.4699,1,0
2017-04-26,2017-05-01,Standard Class,Home Office,United States,Seattle,Washington,West,Office Supplies,Paper,20.34,3,0,9.3564,5,2017-04,2017,0.45977,1,0
2017-04-26,2017-05-01,Standard Class,Home Office,United States,Seattle,Washington,West,Office Supplies,Labels,39.28,8,0,19.2472,5,2017-04,2017,0.48988,1,0
2017-12-16,2017-12-21,Second Class,Corporate,United States,Oceanside,California,West,Furniture,Chairs,81.568,2,0.2,9.1764,5,2017-12,2017,0.11249,1,1
2017-12-16,2017-12-21,Second Class,Corporate,United States,Oceanside,California,West,Furniture,Chairs,97.184,2,0.2,6.074,5,2017-12,2017,0.06249,1,1
2017-12-16,2017-12-21,Second Class,Corporate,United States,Oceanside,California,West,Office Supplies,Binders,24.32,5,0.2,8.208,5,2017-12,2017,0.33736,1,1
2017-12-16,2017-12-21,Second Class,Corporate,United States,Oceanside,California,West,Furniture,Furnishings,18.96,2,0,7.584,5,2017-12,2017,0.39979,1,0
2014-12-27,2014-12-31,Standard Class,Consumer,United States,Skokie,Illinois,Central,Furniture,Furnishings,32.952,6,0.6,-19.7712,4,2014-12,2014,-0.59982,0,1
2014-12-27,2014-12-31,Standard Class,Consumer,United States,Skokie,Illinois,Central,Office Supplies,Storage,30.016,4,0.2,3.0016,4,2014-12,2014,0.09997,1,1
2017-11-06,2017-11-09,Second Class,Consumer,United States,Fayetteville,North Carolina,South,Office Supplies,Appliances,499.584,3,0.2,43.7136,3,2017-11,2017,0.0875,1,1
2017-11-06,2017-11-09,Second Class,Consumer,United States,Fayetteville,North Carolina,South,Office Supplies,Paper,31.104,6,0.2,10.8864,3,2017-11,2017,0.34989,1,1
2017-11-06,2017-11-09,Second Class,Consumer,United States,Fayetteville,North Carolina,South,Office Supplies,Binders,13.272,8,0.7,-10.6176,3,2017-11,2017,-0.7994,0,1
2017-11-06,2017-11-09,Second Class,Consumer,United States,Fayetteville,North Carolina,South,Furniture,Furnishings,28.272,2,0.2,6.3612,3,2017-11,2017,0.22492,1,1
2017-11-06,2017-11-09,Second Class,Consumer,United States,Fayetteville,North Carolina,South,Office Supplies,Storage,259.136,4,0.2,-51.8272,3,2017-11,2017,-0.19999,0,1
2017-12-16,2017-12-20,Standard Class,Consumer,United States,Tulsa,Oklahoma,Central,Office Supplies,Binders,10.8,5,0,5.184,4,2017-12,2017,0.47956,1,0
2015-05-07,2015-05-12,Standard Class,Consumer,United States,Allen,Texas,Central,Furniture,Tables,244.006,2,0.3,-31.3722,5,2015-05,2015,-0.12857,0,1
2015-05-07,2015-05-12,Standard Class,Consumer,United States,Allen,Texas,Central,Office Supplies,Paper,15.936,4,0.2,5.3784,5,2015-05,2015,0.33729,1,1
2017-12-04,2017-12-04,Same Day,Corporate,United States,Philadelphia,Pennsylvania,East,Furniture,Chairs,188.552,7,0.3,-2.6936,0,2017-12,2017,-0.01428,0,1
2017-10-03,2017-10-08,Second Class,Consumer,United States,Rochester,New York,East,Office Supplies,Storage,22.58,2,0,5.8708,5,2017-10,2017,0.25988,1,0
2014-01-13,2014-01-16,Second Class,Consumer,United States,Mount Pleasant,South Carolina,South,Furniture,Chairs,545.94,6,0,87.3504,3,2014-01,2014,0.16,1,0
2015-06-12,2015-06-17,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Paper,20.736,4,0.2,7.2576,5,2015-06,2015,0.34983,1,1
2015-06-12,2015-06-17,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,43.296,2,0.2,4.3296,5,2015-06,2015,0.09998,1,1
2014-07-12,2014-07-18,Standard Class,Consumer,United States,Seattle,Washington,West,Furniture,Chairs,123.136,4,0.2,13.8528,6,2014-07,2014,0.11249,1,1
2014-07-12,2014-07-18,Standard Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Binders,11.264,4,0.2,3.8016,6,2014-07,2014,0.3372,1,1
2014-12-06,2014-12-11,Second Class,Consumer,United States,Springfield,Oregon,West,Office Supplies,Storage,53.424,3,0.2,4.6746,5,2014-12,2014,0.08748,1,1
2014-12-06,2014-12-11,Second Class,Consumer,United States,Springfield,Oregon,West,Furniture,Tables,275.49,1,0.5,-170.8038,5,2014-12,2014,-0.61998,0,1
2016-05-25,2016-05-30,Standard Class,Home Office,United States,Columbus,Georgia,South,Furniture,Furnishings,24.96,4,0,6.24,5,2016-05,2016,0.2499,1,0
2016-05-25,2016-05-30,Standard Class,Home Office,United States,Columbus,Georgia,South,Office Supplies,Paper,19.36,2,0,9.2928,5,2016-05,2016,0.47975,1,0
2016-05-25,2016-05-30,Standard Class,Home Office,United States,Columbus,Georgia,South,Office Supplies,Storage,1267.65,9,0,152.118,5,2016-05,2016,0.12,1,0
2016-02-21,2016-02-26,Second Class,Corporate,United States,Los Angeles,California,West,Technology,Accessories,12.99,1,0,0.7794,5,2016-02,2016,0.05995,1,0
2016-02-21,2016-02-26,Second Class,Corporate,United States,Los Angeles,California,West,Office Supplies,Binders,18.56,4,0.2,6.496,5,2016-02,2016,0.34981,1,1
2016-02-21,2016-02-26,Second Class,Corporate,United States,Los Angeles,California,West,Office Supplies,Storage,449.15,5,0,8.983,5,2016-02,2016,0.02,1,0
2016-02-21,2016-02-26,Second Class,Corporate,United States,Los Angeles,California,West,Office Supplies,Binders,31.248,7,0.2,10.9368,5,2016-02,2016,0.34989,1,1
2016-10-02,2016-10-06,Standard Class,Corporate,United States,New York City,New York,East,Office Supplies,Appliances,61.44,3,0,16.5888,4,2016-10,2016,0.26996,1,0
2017-03-11,2017-03-17,Standard Class,Consumer,United States,Detroit,Michigan,Central,Office Supplies,Binders,895.92,4,0,421.0824,6,2017-03,2017,0.46999,1,0
2016-09-09,2016-09-13,Second Class,Consumer,United States,Stockton,California,West,Office Supplies,Binders,55.36,4,0.2,18.684,4,2016-09,2016,0.33744,1,1
2014-07-14,2014-07-21,Standard Class,Consumer,United States,Phoenix,Arizona,West,Office Supplies,Storage,55.92,5,0.2,6.291,7,2014-07,2014,0.11248,1,1
2014-06-21,2014-06-25,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Envelopes,24.896,4,0.2,8.4024,4,2014-06,2014,0.33736,1,1
2014-06-21,2014-06-25,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,3.984,1,0.2,0.6474,4,2014-06,2014,0.16209,1,1
2014-06-21,2014-06-25,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Accessories,95.968,4,0.2,28.7904,4,2014-06,2014,0.29997,1,1
2014-06-21,2014-06-25,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Machines,206.991,3,0.7,-172.4925,4,2014-06,2014,-0.83329,0,1
2014-06-21,2014-06-25,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,44.416,2,0.2,3.8864,4,2014-06,2014,0.08748,1,1
2014-06-21,2014-06-25,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,9.006,2,0.7,-7.2048,4,2014-06,2014,-0.79911,0,1
2015-07-05,2015-07-10,Standard Class,Home Office,United States,Sterling Heights,Michigan,Central,Office Supplies,Binders,19,5,0,8.93,5,2015-07,2015,0.46975,1,0
2017-12-16,2017-12-23,Standard Class,Home Office,United States,Rochester,New York,East,Office Supplies,Binders,33.376,4,0.2,10.43,7,2017-12,2017,0.31241,1,1
2016-09-08,2016-09-10,First Class,Home Office,United States,New York City,New York,East,Office Supplies,Appliances,207.48,1,0,62.244,2,2016-09,2016,0.29999,1,0
2014-05-17,2014-05-21,Standard Class,Home Office,United States,Eau Claire,Wisconsin,Central,Office Supplies,Binders,91.68,3,0,45.84,4,2014-05,2014,0.49995,1,0
2017-10-13,2017-10-15,First Class,Consumer,United States,New York City,New York,East,Office Supplies,Appliances,904.9,5,0,253.372,2,2017-10,2017,0.28,1,0
2014-10-24,2014-10-29,Standard Class,Consumer,United States,Rancho Cucamonga,California,West,Office Supplies,Binders,34.272,3,0.2,11.1384,5,2014-10,2014,0.32491,1,1
2016-12-05,2016-12-06,First Class,Consumer,United States,Murray,Kentucky,South,Furniture,Furnishings,191.82,3,0,74.8098,1,2016-12,2016,0.38998,1,0
2016-07-25,2016-07-29,Standard Class,Corporate,United States,Toledo,Ohio,East,Office Supplies,Appliances,243.88,5,0.2,27.4365,4,2016-07,2016,0.1125,1,1
2017-04-17,2017-04-23,Standard Class,Home Office,United States,Louisville,Colorado,West,Office Supplies,Binders,12.03,5,0.7,-9.223,6,2017-04,2017,-0.76603,0,1
2017-04-17,2017-04-23,Standard Class,Home Office,United States,Louisville,Colorado,West,Technology,Machines,2549.985,5,0.7,-3399.98,6,2017-04,2017,-1.33333,0,1
2017-04-17,2017-04-23,Standard Class,Home Office,United States,Louisville,Colorado,West,Office Supplies,Binders,21.594,2,0.7,-15.8356,6,2017-04,2017,-0.73299,0,1
2017-04-17,2017-04-23,Standard Class,Home Office,United States,Louisville,Colorado,West,Office Supplies,Binders,8.964,6,0.7,-6.5736,6,2017-04,2017,-0.73252,0,1
2017-04-17,2017-04-23,Standard Class,Home Office,United States,Louisville,Colorado,West,Office Supplies,Paper,20.736,4,0.2,7.2576,6,2017-04,2017,0.34983,1,1
2015-09-17,2015-09-21,Standard Class,Home Office,United States,New York City,New York,East,Furniture,Tables,344.22,2,0.4,-103.266,4,2015-09,2015,-0.29999,0,1
2016-08-23,2016-08-30,Standard Class,Home Office,United States,Pharr,Texas,Central,Office Supplies,Storage,727.296,8,0.2,-172.7328,7,2016-08,2016,-0.2375,0,1
2016-08-23,2016-08-30,Standard Class,Home Office,United States,Pharr,Texas,Central,Furniture,Furnishings,22.608,3,0.6,-10.1736,7,2016-08,2016,-0.4498,0,1
2016-08-23,2016-08-30,Standard Class,Home Office,United States,Pharr,Texas,Central,Technology,Accessories,666.4,7,0.2,-33.32,7,2016-08,2016,-0.05,0,1
2015-11-08,2015-11-14,Standard Class,Consumer,United States,West Jordan,Utah,West,Office Supplies,Fasteners,5.04,3,0,0.2016,6,2015-11,2015,0.03992,1,0
2015-11-08,2015-11-14,Standard Class,Consumer,United States,West Jordan,Utah,West,Office Supplies,Paper,92.94,3,0,41.823,6,2015-11,2015,0.44995,1,0
2015-11-08,2015-11-14,Standard Class,Consumer,United States,West Jordan,Utah,West,Furniture,Furnishings,66.69,3,0,22.0077,6,2015-11,2015,0.32995,1,0
2015-11-08,2015-11-14,Standard Class,Consumer,United States,West Jordan,Utah,West,Office Supplies,Binders,91.68,5,0.2,28.65,6,2015-11,2015,0.31247,1,1
2017-11-17,2017-11-23,Standard Class,Consumer,United States,Brownsville,Texas,Central,Furniture,Bookcases,327.7328,2,0.32,-14.4588,6,2017-11,2017,-0.04412,0,1
2015-11-08,2015-11-13,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Binders,52.272,11,0.2,17.6418,5,2015-11,2015,0.33744,1,1
2015-11-08,2015-11-13,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Paper,17.94,3,0,8.073,5,2015-11,2015,0.44975,1,0
2017-04-22,2017-04-26,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,254.352,3,0.2,0,4,2017-04,2017,0,0,1
2014-08-24,2014-08-24,Same Day,Corporate,United States,Billings,Montana,West,Office Supplies,Binders,8.288,2,0.2,2.6936,0,2014-08,2014,0.32461,1,1
2017-12-17,2017-12-21,Standard Class,Consumer,United States,Chesapeake,Virginia,South,Furniture,Chairs,504.9,5,0,80.784,4,2017-12,2017,0.16,1,0
2016-03-24,2016-03-28,Standard Class,Corporate,United States,Gresham,Oregon,West,Technology,Phones,403.168,4,0.2,25.198,4,2016-03,2016,0.0625,1,1
2015-09-21,2015-09-27,Standard Class,Corporate,United States,Lincoln Park,Michigan,Central,Furniture,Bookcases,194.32,4,0,31.0912,6,2015-09,2015,0.15999,1,0
2015-09-21,2015-09-27,Standard Class,Corporate,United States,Lincoln Park,Michigan,Central,Office Supplies,Art,25.99,1,0,7.5371,6,2015-09,2015,0.28989,1,0
2016-11-21,2016-11-26,Standard Class,Consumer,United States,Gresham,Oregon,West,Furniture,Chairs,195.136,4,0.2,-12.196,5,2016-11,2016,-0.0625,0,1
2017-09-16,2017-09-21,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,Paper,20.736,4,0.2,7.2576,5,2017-09,2017,0.34983,1,1
2015-06-11,2015-06-16,Standard Class,Consumer,United States,Monroe,Louisiana,South,Technology,Accessories,53.7,6,0,10.203,5,2015-06,2015,0.18996,1,0
2015-06-11,2015-06-16,Standard Class,Consumer,United States,Monroe,Louisiana,South,Office Supplies,Binders,36.26,7,0,16.6796,5,2015-06,2015,0.45987,1,0
2015-06-11,2015-06-16,Standard Class,Consumer,United States,Monroe,Louisiana,South,Office Supplies,Art,56.3,2,0,15.764,5,2015-06,2015,0.27995,1,0
2015-06-11,2015-06-16,Standard Class,Consumer,United States,Monroe,Louisiana,South,Office Supplies,Paper,32.4,5,0,15.552,5,2015-06,2015,0.47985,1,0
2015-06-11,2015-06-16,Standard Class,Consumer,United States,Monroe,Louisiana,South,Furniture,Furnishings,29.16,2,0,10.7892,5,2015-06,2015,0.36987,1,0
2017-10-03,2017-10-08,Standard Class,Corporate,United States,Pasadena,California,West,Furniture,Tables,171.288,3,0.2,-6.4233,5,2017-10,2017,-0.0375,0,1
2016-05-05,2016-05-09,Standard Class,Consumer,United States,Chattanooga,Tennessee,South,Furniture,Furnishings,16.72,5,0.2,3.344,4,2016-05,2016,0.19988,1,1
2017-09-11,2017-09-12,Same Day,Home Office,United States,Long Beach,California,West,Office Supplies,Paper,12.96,2,0,6.2208,1,2017-09,2017,0.47963,1,0
2017-09-11,2017-09-12,Same Day,Home Office,United States,Long Beach,California,West,Office Supplies,Envelopes,22.18,2,0,10.8682,1,2017-09,2017,0.48978,1,0
2017-09-11,2017-09-12,Same Day,Home Office,United States,Long Beach,California,West,Furniture,Chairs,2054.272,8,0.2,256.784,1,2017-09,2017,0.125,1,1
2015-04-30,2015-05-02,Second Class,Consumer,United States,Troy,Ohio,East,Technology,Phones,1022.97,5,0.4,-255.7425,2,2015-04,2015,-0.25,0,1
2017-11-06,2017-11-10,Second Class,Home Office,United States,Minneapolis,Minnesota,Central,Office Supplies,Art,13.9,5,0,3.614,4,2017-11,2017,0.25981,1,0
2017-11-06,2017-11-10,Second Class,Home Office,United States,Minneapolis,Minnesota,Central,Office Supplies,Paper,26.38,1,0,12.1348,4,2017-11,2017,0.45983,1,0
2014-09-30,2014-10-04,Standard Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Binders,43.176,7,0.2,13.4925,4,2014-09,2014,0.31243,1,1
2017-04-02,2017-04-04,First Class,Home Office,United States,Columbus,Georgia,South,Furniture,Tables,411.8,2,0,70.006,2,2017-04,2017,0.17,1,0
2017-04-02,2017-04-04,First Class,Home Office,United States,Columbus,Georgia,South,Technology,Accessories,360,4,0,129.6,2,2017-04,2017,0.35999,1,0
2017-10-06,2017-10-11,Standard Class,Home Office,United States,Meridian,Idaho,West,Furniture,Furnishings,41.96,2,0,2.9372,5,2017-10,2017,0.06998,1,0
2017-10-06,2017-10-11,Standard Class,Home Office,United States,Meridian,Idaho,West,Office Supplies,Appliances,227.84,4,0,66.0736,5,2017-10,2017,0.28999,1,0
2017-10-06,2017-10-11,Standard Class,Home Office,United States,Meridian,Idaho,West,Office Supplies,Paper,37.94,2,0,18.2112,5,2017-10,2017,0.47987,1,0
2016-04-09,2016-04-14,Second Class,Home Office,United States,Detroit,Michigan,Central,Technology,Phones,517.9,2,0,134.654,5,2016-04,2016,0.25999,1,0
2016-04-09,2016-04-14,Second Class,Home Office,United States,Detroit,Michigan,Central,Office Supplies,Binders,5.28,2,0,2.4288,5,2016-04,2016,0.45913,1,0
2015-08-28,2015-09-01,Standard Class,Corporate,United States,Chicago,Illinois,Central,Technology,Copiers,2799.96,5,0.2,874.9875,4,2015-08,2015,0.3125,1,1
2017-10-19,2017-10-24,Second Class,Corporate,United States,San Francisco,California,West,Office Supplies,Envelopes,8.96,2,0,4.3008,5,2017-10,2017,0.47946,1,0
